content;tags;title;kategori
ketua gugus tugas percepatan penanggulangan  doni monardo mengatakan presiden joko widodo atau jokowi meminta agar tes masif covid19 bisa segera dilakukan di indonesia tes ini rencannya akan dilaksanakan selama bulan april hingga meipresiden menegaskan berulang kali tentang pentingnya upaya kita untuk melakukan tes masif pada april dan mei ini dilanjutkan dengan pelacakan yang agresif serta isolasi yang ketat kata doni usai rapat senin 27 april 2020doni mengatakan jokowi meminta gugus tugas dan kementerian atau lembaga untuk bisa bekerja lebih keras ia pun mengajak masyarakat untuk lebih patuh dan disiplin terhadap kebijakan dan imbauan dari pemerintah doni menuturkan  pun meminta aparat supaya dapat bertindak lebih tegasjika langkah ini berhasil dilakukan doni mengatakan pemerintah menargetkan kasus covid di indonesia mulai menurun pada juni 2020 sehingga pada juli diharapkan kita sudah bisa mulai mengawali hidup normal kembali kata donidoni mengatakan dalam beberapa hari terakhir gugus tugas telah menerima sebanyak 479000 reagen pcr yang berasal dari 2 negara yakni korea selatan dan cina kedatangan reagen tersebut tidak terlepas dari bantuan dari kementerian luar negeri kbri di korea selatan dan cinaoleh karena itu  sampaikan terimakasih kepada menlu yang dapat dukungan penuh dari dubes korsel dan dubes rrt yang telah bekerja keras dengan segenap staf di kbri sehingga reagen bisa tiba di tanah air kata doni;covid-19,jokowi,gugus tugas penanganan covid-19,doni monardo;jokowi targetkan kasus covid19 mulai turun pada juni 2020;kesehatan
jumlah pasien yang sembuh terus bertambah pada jumat 24 april 2020 tercatat jumlah pasien yang sembuh telah mencapai 1002 orang pasien sembuh 1002 orang kata juru bicara pemerintah untuk penanganan covid19 achmad yurianto di gedung bnpb jakarta pemerintah mencatat ada tambahan 42 kasus pasien sembuh dalam rentang 24 jam ini di sisi lain jumlah pasien positif bertambah sebanyak 436 orang menjadi 8211 pasien sedangkan angka kematian tercatat 689 pasienyurianto berujar jumlah odp orang dalam pemantauan mencapai 197951 adapun jumlah pdp pasien dalam pengawasan sebanyak 18301 orang mereka menunggu untuk dites yurianto berkata saat ini ada 45 laboratorium yang aktif mengecek kondisi para pdp tersebut;covid-19,pasien;jumlah pasien covid19 sembuh mencapai seribu orang;kesehatan
tempoco jakarta  ketika negara di seluruh dunia mencari vaksin virus corona  pusat pengembangan vaksin dan kesehatan global dari fakultas kedokteran universitas maryland amerika serikat mengambil bagian dalam uji cobapeneliti di kampus itu telah menyuntik pasien covid19 pertama mereka dengan dosis vaksin eksperimental pada senin 4 mei 2020 pasien itu bernama david rach adalah salah satu dari empat pasien awal yang masih muda dan sehat dia bersedia meminjamkan tubuhnya kepada para peneliti yang berlomba untuk menemukan vaksin virus corona yang pertama kali menyebar di wuhan provinsi hubei cina itu rach mengaku menjadikan dirinya sebagai objek uji coba demi kebaikan juga karena menemukan konsep yang menarik satusatunya jalan keluar dari kekacauan ini di masa mendatang adalah menemukan vaksin yang efektif untuk mendapatkan vaksin itu adalah melalui uji coba ujarnya seperti dikutip laman wbaltv rabu 6 mei 2020 beberapa lembaga lain di amerika dan jerman sedang menguji setidaknya empat vaksin eksperimental yang berbeda untuk menentukan apakah ada yang efektif mereka mencari hingga 90 peserta di baltimore salah satu kota di maryland rach sudah mendapatkan suntikan pertama dan peneliti akan kembali pekan depan lalu setelahnya akan diambil darahnya untuk melihat bagaimana kekebalannya terhadap vaksin kemudian tiga minggu setelah vaksinasi pertama mereka memberi suntikan booster untuk melihat apakah dapat meningkatkan respons imun kata dia para peneliti akan memantau rach dengan seksama selama tiga bulan pertama kemudian akan memeriksa kembali pada interval 6 12 dan 24 bulan untuk melihat berapa lama antibodi bertahan mereka sedang menguji vaksin mrna yang menurut peneliti berbeda dari vaksin tradisional karena tidak menyuntikkan protein virus ke dalam tubuhrach seorang mahasiswa phd di bidang imunologi mengatakan itu hanya protein amplop yang kemudian akan dilihat oleh sistem kekebalan pasien mengenali bahwa itu partikel virus dan mulai meningkatkan respons kekebalan terhadap pasien itu berarti rach tidak berisiko terinfeksi dan dia tidak harus mengkarantina diri jika berhasil ini adalah vaksin yang bekerja enam bulan dari sekarang saya akan senang dengan partisipasi saya dalam membantu untuk memajukan itu tutur rach jika semuanya berjalan dengan baik para peneliti berharap untuk menyerahkan  kepada badan pengawas obat dan makanan amerika untuk segera disetujui wbaltv;covid-19,vaksin,peneliti,virus corona,corona;peneliti maryland uji pertama vaksin pada pasien muda covid19;kesehatan
jumlah kawasan zona merah  di kabupaten bogor bertambah menjadi delapan kecamatan kawasan itu terdiri dari bojonggede cibinong gunung putri parung panjang cileungsi ciomas jonggol dan yang terbaru ciampeakecamatan ciampea masuk zona merah rawan penularan penyakit virus corona 2019 setelah ada satu warganya dinyatakan positif terinfeksi lakilaki berusia 40 tahun kata bupati bogor ade yasin melalui penjelasan yang disampaikan di cibinong minggu malam 5 april 2020berdasarkan catatan pemerintah kabupaten bogor kecamatan zona merah paling banyak jumlah pasien positif covid19 adalah gunung putri yakni tujuh orang kemudian kecamatan bojonggede empat orang cibinong dan cileungsi masingmasing tiga orang serta parung panjang ciomas jonggol dan ciampea masingmasing satu oranghingga minggu malam pemerintah kabupaten bogor mencatat jumlah positif terinfeksi virus corona covid19 di kabupaten bogor sebanyak 21 pasien sebanyak tiga di antaranya sudah sembuh dan tiga lainnya meninggal di samping itu pemerintah kabupaten bogor juga mencatat ada sebanyak 746 orang dalam pemantauan odp 373 pasien dalam pengawasan  serta tujuh pasien meninggal mereka tersebar di hampir seluruh 40 kecamatan yang ada di kabupaten bogor;covid-19,virus corona,kabupaten bogor,pdp,odp;zona merah covid19 di bogor bertambah jadi 8 kecamatan;kesehatan
ratusan orang dikarantina di masjid jami kebon jeruk jakarta barat sejak kamis 26 maret 2020 terkait kasus ada jamaah terjangkit karantina dilakukan setelah 3 orang jemaah tabligh akbar dinyatakan positif  rapid testsaat ini yang di masjid masih dijaga oleh anggota polisi dan tni ujar camat taman sari risan saat dihubungi tempo sabtu 28 maret 2020dalam surat yang dibuat risan kepada wali kota jakarta barat ada sekitar 300 orang jemaah yang dikarantina di masjid jami kebon jeruk menurut dia proses karantina akan berlangsung selama 14 haririsan mengatakan jemaah yang dikarantina saat ini berstatus sebagai orang dalam pemantauan odp sedangkan yang positif sudah dibawa ke rumah sakityang diisolasi tanggal 7 april diperiksa lagi kalau tidak ada perubahan berarti aman kata diamenurut risan majid jami kebon jeruk memang sering melakukan kegiatan dia berujar ratusan orang yang dikarantina saat ini melakukan kegiatan tabligh akbar di masjid tersebut pada 26 maret 2020 jemaah kata dia berasal dari luar kota hingga luar negeri;covid-19,virus corona,positif corona,jamaah tabligh;3 positif covid19 ratusan orang diisolasi di masjid kebon jeruk;kesehatan
pt astra  motor secara resmi memutuskan untuk menunda gelaran hajatan tahunannya daihatsu fun day sedulur 2020 yang sedianya digelar di yogyakarta 28 maret 2020event tahunan yang sedianya mengumpulkan ribuan pecinta daihatsu dari berbagai wilayah tanah air itu harus ditunda menyusul perkembangan wabah serangan virus covid19 yang kini telah ditetapkan menjadi pandemic global dan perkembangannya semakin luaspt astra daihatsu motor pun memilih mengikuti himbauan pemerintah untuk menunda kegiatan yang melibatkan banyak orang demi menekan penularan virus yang di indonesia kasusnya positif terpapar sudah melonjak menjadi 227 kasus per rabu 18 maret 2020 inimelalui surat resmi tertanggal 16 maret 2020 yang ditandatangani rudy ardiman dan yasuharu shimizu selaku domestic marketing division head pt astra daihatsu motor terdapat tiga alasan utama untuk melakukan penundaanpertama status covid19 yang telah menjadi pandemic global dan perkembangannya yang semakin luas kedua telah dikeluarkannya keputuan pemerintah bahwa covid19 adalah bencana non alam serta sesuai dengan arahan kementerian dan pemerintah daerah terkait yang telah melarang untuk mengadakan perjalanan keluar kota dan menghadiri acara yang melibatkan banyak orang untuk itu daihatsu berkomitmen untuk memprioritaskan kesehatan dan keselamatan para panitia pengisi acara peserta pengunjung dan masyarakat umum tidak hanya daihatsu fun day sedulur 2020 tapi sejumlah acara daihatsu lainnya juga mengalami penundaan ujar kepala cabang daihatsu yogyakarta sigit suryanto 17 maret 2020ia menambahkan daihatsu akan melihat perkembangan berikutnya dan mungkin menggelar acara tersebut setelah idul fitrisehingga nantinya acara berkumpulnya para pecinta mobil daihatsu tersebut sekaligus menjadi ajang syawalanmungkin digelar setelah idul fitri sekaligus syawalan semuanya telah memaklumi karena memang kondisi dan situasi tak memungkinkan ujarnyarencana awal acara berkumpulnya pecinta daihatsu dari berbagai daerah tersebut akan terselenggara di halaman parkir stadion maguwoharjo sleman 28 maret 2020 yang mendatangkan bintang tamu band gigitak hanya acara daihatsu fun day sedulur 2020 sejumlah agenda yang sedianya juga digelar daihatsu seperti pameran dalam waktu dekat ini juga ditunda;daihatsu,pt astra daihatsu motor | daihatsu;waspada corona daihatsu fun day sedulur 2020 ditunda;kesehatan
adalah penyakit yang mengakibatkan penurunan daya ingat dan cara berpikir penderita demensia atau penurunan daya ingat menjadi salah satu yang paling rentan kritis saat terinfeksi virus coronanational health service nhs inggris seperti dikutip dari  mengungkap sebanyak 18 persen penderita demensia meninggal setelah terinfeksi  yang menyerang saluran pernapasan mereka merinci dari 22332 pasien yang meninggal sejak 31 maret 2020 sekitar 5873 26 persen pasien menderita diabetes sementara 4048 18 persen menderita demensiasehubungan dengan temuan ini alzheimers research uk mengatakan penderita demensia perlu dilindungi samantha benhamhermetz direktur kebijakan dan urusan publik di alzheimers research uk mengatakan meskipun belum jelas korelasi antara corona dan demensia yang pasti penderitanya lebih rentan terhadap infeksi tertentu hal ini lantaran penderita demensia ratarata adalah lansia di atas 65 tahunmungkin juga orang dengan demensia lebih mudah terpapar virus karena tingginya tingkat infeksi di rumah perawatan sebutnyabenhamhermetz berpendapat perlu penelitian untuk mengetahui mengapa penderita demensia sangat rentan kritis saat terinfeksi corona sehingga bisa diberikan tindakan yang tepat untuk mencegah kematian lebih lanjutsementara itu nhs menjelaskan halhal yang perlu dilakukan apabila penderita demensia menunjukkan gejala  jika orang tersebut mengalami kesulitan bernapas yang parah dengan ciriciri terengahengah tidak mengeluarkan katakata tersedak atau bibir membiru harus segera dibawa ke rumah sakit untuk segera mendapat pertolongan karena itu adalah kondisi daruratnamun apabila menunjukkan gejala umum seperti demam dan batuk terus menerus biasanya demam akan membaik sebelum batuk disarankan agar si penderita demensia perlu memperbanyak istirahat minum parasetamol dan banyak cairankomunitas alzheimer menambahkan salah satu gejala penderita demensia terinfeksi corona yakni mengalami delirium yakni gangguan mental serius yang menyebabkan penderita mengalami kebingungan parah dan berkurangnya kesadaran terhadap lingkungan sekitar gangguan mental tersebut disebabkan perubahan yang cepat dalam fungsi otak yang terjadi bersamaan dengan penyakit mental atau fisikorang itu tibatiba akan tampak lebih bingung daripada biasanya dan mengantuk gelisah atau teralihkan tulis komunitas alzheimer dalam laporannyapada kondisi tersebut terkadang penderita demensia lupa dengan tempat tinggalnya dan mungkin juga berperilaku berbeda;demensia,virus corona,covid-19;bahaya virus corona bagi penderita demensia rentan kritis;kesehatan
dokter gigi ratu mirah afifah mengatakan terlalu sering menelan  dapat mengakibatkan fluorosis itulah kondisi terjadinya perubahan warna atau bintikbintik pada email gigikondisi gigi kebanyakan flourida bisa muncul bercak putih ujar ratu mirah di acara senyum sejak hari pertama pepsodent di jakarta selasa 23 juli 2019dalam kondisi tertentu misalnya jika berada di negara yang airnya mengandung flourida akibatnya bisa lebih buruk gigi bisa berwarna coklat dan menjadi rapuh yang terlalu banyak memang tidak boleh tuturnyadia menyarankan untuk mulai mengajari anak menyikat gigi ketika mereka sudah bisa meludah misalnya saat sudah menginjak usia dua tahun jangan lupa untuk mendampingi anak saat menyikat gigi sehingga orang tua bisa memantau prosesnya dan mencegah anak menelan pasta gigimirah juga mengingatkan orang tua untuk mengajari anak cara menyikat gigi yang benar yakni gerakan memutar dengan tekanan yang tidak terlalu keras menggosok gigi terlalu keras bisa melukai gusi dan gigijangan seperti menyikat toilet selorohnya karena plak itu sebenarnya lembut tapi kalau sudah keras harus ke dokter gigidurasi menyikat gigi juga tidak perlu terlalu lama cukup dua menit untuk membersihkan seisi rongga mulut jumlah pasta gigi yang harus dipakai setiap kali menyikatbiasanya seukuran kacang polong jangan lupa ratakan ke seluruh bulu sikat sebelum mulai menggosok gigi;gigi,pasta gigi;awas fluorosis pada gigi apa itu;kesehatan
gonore atau yang dikenal kencing nanah termasuk penyakit menular seksual yang bisa terjadi pada pria dan wanita gejala  pada wanita cenderung tidak terasa atau tidak terlalu parah namun efek jangka panjangnya lebih serius dibandingkan pria gonore menular dari manusia ke manusia lainnya lewat hubungan seks yang tidak terproteksi baik seks melalui oral anal maupun vaginal risiko ini meningkat ketika anda sering bergantiganti pasangan tidak memakai pengaman saat berhubungan intim misalnya kondom dan memiliki kebiasaan yang bisa berujung pada seks bebas seperti konsumsi minuman beralkohol dan penyalahgunaan obatobatan terlarangmeski dikategorikan sebagai penyakit menular seksual bakteri  yang menyebabkan gonore bisa menyerang bagian tubuh manusia yang lembap misalnya bagian uretra saluran yang berfungsi mengeluarkan urin dari kandung kemih mata tenggorokan vagina anus dan saluran reproduksi wanita tuba falopi leher rahim dan rahimgejala gonore umumnya akan muncul pada 110 hari setelah penularan bakteri terjadi khusus gonore pada wanita gejala kencing nanah yang timbul bisa meliputiapabila anda merasakan gejala gonore segera konsultasi dengan dokter tidak hanya itu anda juga harus memeriksakan diri meski tidak merasakan gejala tapi menduga telah  dengan orang yang mengalami gejala gonore saat berkonsultasi dokter akan menanyakan gejala maupun kehidupan seksual anda langkah ini berguna untuk memastikan bahwa gejalagejala yang anda rasakan memang benar penyakit seksual menular bukan penyakit lainsetelah itu dokter akan mengambil sampel urine atau cairan dari tempattempat yang diduga terinfeksi bakteri gonore misalnya dari tenggorokan jika anda melakukan seks oral rektum terutama bila anda melakukan seks anal atau leher rahim serviksgonore pada wanita maupun pria bisa disembuhkan dokter akan memberikan obat antibiotik untuk memberantas bakteri penyebab infeksi menular seksual ini antibiotik tersebut harus anda habiskan dan jangan pernah berhenti meminumnya tanpa berkonsultasi dulu dengan dokter berhenti mengonsumsi antibiotik sembarangan bisa membuat bakteri mengalami resistansi antibiotik meski gejala gonore pada wanita disebut lebih ringan dari yang dirasakan oleh pria komplikasinya pada kaum hawa lebih mungkin terjadi jika penyakit menular seksual ini tidak segera ditangani dalam jangka panjang gonore pada wanita bisa mengakibatkan radang panggul atau  penyakit ini akan memengaruhi saluran reproduksi wanita yaitu rahim tuba falopi dan ovarium indung telurradang panggul bisa memicu nyeri hebat yang berlangsung lama serta kerusakan pada sistem reproduksi wanita ketika pid terjadi tuba falopi dapat mengalami jaringan parut atau bahkan penyumbatan kondisi ini kemudian berpotensi menyebabkan infertilitas atau kehamilan ektopik di luar kandungan sementara gonore pada wanita hamil bisa menularkan infeksi yang sama pada sang bayi dalam proses persalinan bayi yang sudah terinfeksi berpotensi mengalami lukaluka pada kulit kepala hingga kebutaan;gonore,hubungan seks,vagina,penyakit menular seksual;gonore pada wanita komplikasinya jangka panjang kenali gejalanya;kesehatan
ilmuwan di bidang kimia lingkungan dan toksikologi dari amerika serikat paul connett memberikan gambaran mengenai bahayanya pengolahan sampah dengan menggunakan  fasilitas pembakar sampah paul menjelaskan bagaimana proses kerja insinerator hingga menimbulkan masalah kesehatan yaitu menyebabkan kanker otakkedatangan paul ke indonesia awal tahun 2020 merupakan yang ketiga kalinya setelah kunjungan pertama dan keduanya pada tahun 2016 dan 2019 paul datang ke indonesia dalam rangkaian tur dunia yang bertajuk zero waste campaign tour dan mengunjungi beberapa kota mulai dari 917 januari 2020“gambaran insinerator yang disebut oleh pemerintah indonesia itu adalah pembangkit listrik tenaga sampah pltsa insinerator itu membutuhkan tiga kotak dengan tiga teknologi yang berbeda” ujar paul di kantor eksekutif wahana lingkungan hidup walhi nasonal jakarta selatan jumat 10 januari 2020di indonesia insinerator akan dibangun di 12 kota yaitu di jakarta 38 mw bandung 29 mw surabaya 10 mw bekasi 9 mw surakarta 10 mw palembang 20 mw denpasar 20 mw makassar manado dan tangerang selatan masingmasing kapasitas 20 mw insinerator tersebut mulai dibangun terhitung sejak 2019 hingga 2022 mendatangpaul yang juga aktivis lingkungan melanjutkan bahwa kotak pertama dibutuhkan untuk membakar sampah atau mengurangi volumenya namun pembakaran tersebut karena melepaskan semua sampah dan mengubahnya menjadi gas dan abu maka dibutuhkan kotak kedua atau yang disebut sebagai air pollution controler“air pollution controler atau unit pengendali pencemaran udara ini harganya lebih mahal dari pada unit yang pertama jadi kita membakar untuk melepaskan semuanya menjadi gas dan gas itu kita tangkap dengan alat yang kedua agar tidak lepas ke udara” tutur paulnamun setelah ditangkap dengan air pollution controler dalam bentuk abu harus disimpan ke dalam kotak ketiga yaitu tempat pembuangan akhir paul berujar begitu dikonversi dengan teknologi thermal itu akan menjadi beracunnamun dilemanya adalah pria lulusan cambridge university itu menambahkan sebenarnya kita tidak butuh dua unit alat tempat pembuangan akhir dan air pollution controler itu karena investasi yang mahal masalah lainnya jika kedua alat bermasalah dan tidak memfilter udara maka akan melepaskan partikel berbahaya yang berukuran nano“partikelpartikel ukurannya nano berarti lebih kecil jadi partikel nano itu bisa masuk ke paruparu bisa masuk ke dalam aliran darah akhirnya bisa berpengaruh ke kesehatan” kata paul “tapi salah satu studi akhir tahun lalu ini ada hubungannya antara masuknya partikel ke dalam tubuh dengan kanker otak dan itu sangat berbahaya”sebagai alternatif pengolahan sampan yang baik paul membawa pesan utama yaitu mendorong implementasi konsep zero waste sebagai solusi yang berkelanjutan untuk permasalahan sampah di dunia dia menolak penerapan false solution dalam pengelolaan sampah di indonesia seperti insinerator pyrolysis wastetoenergy pembangkit listrik tenaga sampah pltsa dan lain sebagainyasementara direktur eksekutif walhi nasional nur hidayati melalui aliansi zero waste indonesia azwi mendukung langkah paul untuk mendorong konsep zero waste menurut nur hidayati pemerintah menganggap rencana membangun insinerator ini merupakan solusi terbaik pengelolaan sampah“ini mengkhawatirkan kami karena justru menambah pencemaran udara yang sudah sangat buruk di dua belas kota akan dibangun insinerator” lanjut perempuan berkacamata itu “kita melihat juga di jakarta akan dibangun empat koalisi masyarakat sipil juga mengajukan gugatan udara”nur hidayati menganggap bahwa insinerator itu bukan akan menambah baik udara tapi justru memperburuk udara dengan polutan yang saat ini belum bisa diukur karena ketiadaan alat dari pemerintah“tidak 100 persen  musnah karena masih ada residu yang bersifat b3 yang justru pengelolaan masih jadi problema besar” tuturnya “ini justru pemerintah sedang menyiapkan bom waktu untuk generasi yang akan datang;insinerator,ilmuwan,sampah;ilmuwan sebut pengolahan sampah insinerator bisa sebabkan kanker;kesehatan
wabah virus corona membuat banyak rekomendasi harus dikeluarkan oleh pihak rumah sakit salah satu diantaranya terkait dengan penundaan pengobatan sebab rumah sakit kini memang lebih memfokuskan penanganan pada kasus covid19 lalu bagaimana dengan pasien  tentu mereka memiliki jadwal untuk berkunjung ke rumah sakit secara teratur karena berhubungan dengan medikasi yang harus dijalani bukan untuk menjawab pertanyaan ini dokter spesialis bedah konsultan onkologi di rs medistra sonar soni panigoro memberikan penjelasannyamenurutnya ada beberapa jenis kanker yang dapat menunda kunjungan dan konsultasi ke  seperti kanker tiroid papiler dan kanker serviks “jenis kanker ini  sehingga aman untuk ditunda ke rumah sakit untuk beberapa bulan” katanya dalam telekonferensi cancer management di jakarta pada 30 april 2020menurut sonar kedua jenis kanker yang mengalami kemunduran waktu terapi juga tidak akan mempengaruhi survival rate atau angka kemungkinan hidup mereka “tidak perlu khawatir selain dia lambat tumbuhnya terapi yang ditunda juga tidak akan memperburuk kondisi pasien ataupun mempengaruhi perpanjangan usianya” katanyanamun sebaliknya ada beberapa jenis kanker yang memang wajib ke rumah sakit karena pertumbuhan sel abnormalnya sangat cepat ini meliputi kanker kulit melanoma dan leukimia “kanker tersebut menyebarnya sangat cepat jadi tidak ada yang bisa dilakukan selain tetap datang ke rumah sakit karena dapat mempengaruhi survival rate juga” katanyaselain jenis kanker kondisi pasien pun bisa mempengaruhi kebutuhan untuk ke rumah sakit apabila pasien kanker dalam masa pemulihan atau tinggal check up saja maka terlepas dari tipenya telemedicine atau konsultasi online pun bisa dilakukan “tapi jenis kanker apapun kalau sudah stadium lanjut atau di atas 2a harus tetap berobat ke dokter” katanya;kanker,wabah corona ,rumah sakit,corona;jenis kanker yang tunda berobat ke rumah sakit saat wabah corona;kesehatan
seorang pria berusia 21 tahun di argentina baru saja menderita penyakit tetanus karena menghapus tato dengan parutan awalnya pria yang tidak diketahui namanya ini ingin menjadi seorang anggota kepolisian bandara meski tidak ada aturan mengenai kepemilikan tato namun ia takut jika tato yang ada di tangan itu akan membuatnya gagal diterima “saya hanya khawatir tidak lolos seleksi jadi saya mencari alternatif mudah dan cepat untuk menghilangkan tato” katanya seperti yang dilansir dari situs the sun pada 3 oktober 2019ia pun menemukan sebuah video di youtube tentang penggunaan parutan keju untuk menghilangkan tato kemudian ia segera mempraktekkan dan akhirnya justru mengeluarkan banyak darah ia lantas memutuskan untuk pergi ke dokter agar darah itu berhenti mengalir “saat saya sampai di rumah sakit dokter mengatakan bahwa saya mengidap tetanus” katanyaseperti yang dilansir dari situs mayo clinic tetanus adalah penyakit disebabkan oleh racun yang dibuat oleh spora bakteri clostridium tetani umumnya ini ditemukan pada tanah debu dan kotoran hewan namun tidak menutup kemungkinan jika ini juga didapati dari bahan besi yang berkarat seperti perabotan rumah peralatan kantor hingga barang otomotifuntuk mengatasi masalah kesehatan ini pria tersebut kini harus menggunakan desinfektan setiap hari “setiap hari selama satu minggu saya harus pergi ke rumah sakit untuk mendapatkan vaksinasi tetanus” katanyasitus health line mengatakan bahwa menggunakan disinfektan dilakukan untuk membunuh spora bakteri sebab jika tidak ditangani dengan segera bakteri yang masuk ke dalam tubuh dapat menghasilkan toksin tetanospasmin dan merusak saraf yang mengendalikan otototot seseorang akibatnya pasien bisa mengalami kejang hingga kematian;keju,tato,pria,kesehatan;hapus tato pakai parutan keju penyakit tetanus menyerang;kesehatan
dokter spesialis paru rsup persahabatan erlina burhan mengatakan bahwa  berbahan kain bisa digunakan oleh masyarakat “bisa dipakai masyarakat yang sehat digunakan di tempat umum tapi tetap menjaga jarak 12 meter” kata erlina dalam konferensi pers rabu 1 april 2020erlina menjelaskan penggunaan masker kain bisa menjadi pilihan terakhir untuk masyarakat bila tidak ada lagi masker bedah untuk mencegah penularan virus namun masker kain ini tidak disarankan untuk dipakai oleh tenaga medis “karena 4090 persen partikel dapat menembus masker” katanyamenurut erlina masker kain memiliki perlindungan terhadap droplet percikan yang dihasilkan dari bersin dan batuk yang besar efektivitas penyaringan masker kain pada partikel ukuran 3 mikron bisa 1060 persen partikel bisa dicegah “kalau droplet kecil tidak bisa masker ini”kelebihan dari masker kain ini adalah dapat dipakai berulang kali erlina mengatakan masker kain harus dicuci dengan detergen dan air hangat untuk mematikan virusadapun masker bedah menurut riset di inggris lebih efektif menyaring zatzat tiga kali lipat dibanding  atau buatan rumah dalam meski begitu erlina mengingatkan bahwa penggunaan masker bedah diprioritaskan bagi petugas medis dan orang sakit atau orang sehat yang merawat orang sakit “saya minta jangan ” kata erlina;masker,masker kain,corona,virus corona;dokter rs persahabatan orang sehat bisa pakai masker kain;kesehatan
sebuah penelitian di boston berupaya mengungkap seberapa banyak konsumsi kafein dapat menyembuhkan  atau justru sebaliknya memicu penyakit itu para ahli percaya kafein membantu memblokir adenosin atau molekul yang terlibat dalam serangan migraine dari pengikatan ke reseptor di otak sehingga banyak orang menggunakannya sebagai obat migrainkafein juga merupakan bahan dalam banyak obat migrain yang dijual bebas tetapi beberapa penderita migrain juga mengatakan bahwa mengonsumsi kafein dapat menyebabkan sakit kepala parah demikian dilansir masalah kompleks dengan kafein kadang berbahaya dan kadang bermanfaat kata elizabeth mostofsky seorang peneliti epidemiologi kardiovaskular di beth israel deaconess medical center bostonmostofsky adalah rekan penulis pada studi yang diterbitkan dalam  temuan penelitian itu menunjukkan bahwa tiga porsi minuman berkafein seperti kopi teh dan soda dalam sehari tampaknya menjadi titik kritis di mana kafein menjadi pemicu migrain satu porsi biasanya didefinisikan sebagai delapan ons kopi enam ons teh 12 ons soda atau dua ons minuman energiuntuk penelitian ini para peneliti meminta 98 orang dewasa yang menderita migrain dua hingga 15 kali per bulan untuk mencatat konsumsi kafein mereka dua kali sehari selama enam minggu bersama dengan informasi tentang kemungkinan pemicu migrain lain termasuk olahraga konsumsi alkohol suasana hati tidur status menstruasi dan cuacamereka juga memberikan informasi tentang gejala migrain yang dialami selama masa studi dan bagaimana mengobatinya peserta juga memberikan sejarah demografi dan medis mereka sebagian besar dari mereka seperti kebanyakan penderita migrain di as adalah perempuansetelah menyesuaikan pemicu potensial lain para peneliti memperhatikan titik perubahan dari konsumsi sekitar tiga porsi kafein per hari satu atau dua minuman berkafein per hari secara statistik tidak dikaitkan dengan kemungkinan menderita migrain tetapi menenggak tiga porsi atau lebih dikaitkan dengan risiko sakit kepala yang lebih tinggi baik pada hari itu dan keesokan harinyakenyataannya banyak penderita migrain menggunakan kafein sebagai obat untuk sakit kepala namun fakta bahwa orang lebih cenderung mengalami sakit kepala sehari setelah konsumsi kafein yang tinggi menunjukkan bahwa minuman itu menyebabkan bukan mengobati migrain kata mostofskymostofsky mencatat bahwa toleransi seseorang terhadap kafein yang dapat meningkat seiring waktu kemungkinan juga menjadi faktor penting sebagai contoh dalam penelitian ini orangorang yang mengatakan mereka biasanya mengonsumsi kurang dari satu porsi kafein per hari berisiko menderita migrain saat mereka minum satu atau dua porsi minuman berkafeinkebalikannya banyak pula bukti menunjukkan bahwa pengonsumsi kafein dalam jumlah banyak bisa mengalami sakit kepala migrain atau lainnya jika mereka melewatkan dosis harian studi ini tidak melihat jenis minuman berkafein yang paling kuat dikaitkan dengan sakit kepala dan karena penelitian ini bersifat observasional artinya hanya melihat pola yang tercermin dalam data mostofsky mengatakan tidak bisa meresepkan jumlah  yang tepat;migrain,kafein;peneliti ungkap kaitan kafein dan migrain;kesehatan
